card_id,card_scheme,product,subproduct,subproduct_rank
BB0277260B65,Visa,Prepaid,Classic,1
F7177D5EE4BF,Visa,Debit,Classic,1
A3ED5AD1BABE,Dual,Credit,Signature,3
E85119FC0C1C,mada,Prepaid,N/A,0
F3665AC44D3F,mada,Debit,N/A,0
30EFDAA1FA76,Dual,Debit,Classic,1
77EF5631CB90,Visa,Credit,Platinum,2
6DABF5B8F67E,Visa,Prepaid,Classic,1
BC838390286E,Visa,Credit,Platinum,2
2ED9522869DC,Visa,Debit,Classic,1
516C60DA37CF,Visa,Credit,Signature,3
C95D69ADB585,mada,Debit,N/A,0
8D15505C0C30,Visa,Debit,Classic,1
5106CE43ABD3,Visa,Credit,Signature,3
0A8FB1ED3F5C,Dual,Debit,Classic,1
4BBEF485FA52,Visa,Debit,Classic,1
074029C30DE8,mada,Debit,N/A,0
EAEA100F838F,Dual,Credit,Classic,1
CFEE5E607351,mada,Debit,N/A,0
D1C228A1AE49,Visa,Debit,Classic,1
79D013EBEAB6,mada,Credit,N/A,0
B7F7D0959810,Dual,Credit,Signature,3
B4981DF83B1D,Visa,Debit,Classic,1
D02AA564AD3B,mada,Debit,N/A,0
7B79C0F094C0,Visa,Credit,Platinum,2
1E576E88B567,Visa,Credit,Classic,1
0FA34B4D964B,Visa,Credit,Platinum,2
75A396DA70A7,Visa,Prepaid,Platinum,2
EE2773790548,Visa,Credit,Platinum,2
17276AEBD68E,Visa,Credit,Platinum,2
9017A66CAF87,Dual,Debit,Classic,1
2DDA645FD502,Visa,Debit,Classic,1
CF2355E93E18,mada,Debit,N/A,0
ACC6A051EE42,Visa,Debit,Platinum,2
C07B26C548A0,Dual,Credit,Signature,3
AA887CDAA513,Visa,Prepaid,Classic,1
7D61E9BB1677,mada,Debit,N/A,0
ADD7A694F638,mada,Prepaid,N/A,0
921DC9423E84,mada,Debit,N/A,0
F1A72AA0B165,mada,Debit,N/A,0
F9ADC997F301,Dual,Debit,Classic,1
B80B4061516A,mada,Debit,N/A,0
046197FE1864,mada,Debit,N/A,0
EE091BE8E2C5,mada,Debit,N/A,0
29EF9493894A,mada,Debit,N/A,0
34BD1607EC1A,mada,Debit,N/A,0
B3DA7672718F,Visa,Debit,Platinum,2
DE9A7F520C9D,Dual,Credit,Platinum,2
9D321F8BDE90,Visa,Credit,Platinum,2
FC8B0E882B23,Visa,Debit,Platinum,2
1C4FFD1F96A5,Visa,Credit,Signature,3
7E413B7B4A03,Visa,Prepaid,Classic,1
04E5DD9666D6,mada,Debit,N/A,0
70F120B2BEEF,Visa,Credit,Classic,1
47C885312027,mada,Debit,N/A,0
C830F757060E,Dual,Debit,Classic,1
C8302A3B1424,Visa,Debit,Classic,1
AE202EC6BB81,Visa,Debit,Classic,1
869FC643168A,Visa,Credit,Classic,1
83C6086C9F23,Dual,Credit,Platinum,2
DCD402F680BD,Visa,Debit,Classic,1
9230C372F70F,Visa,Debit,Classic,1
EB97527E7B26,Dual,Credit,Signature,3
E2EEEB179BB7,Visa,Credit,Platinum,2
FB90CAC4FDF0,Visa,Prepaid,Classic,1
00964EA8CBCB,Visa,Credit,Platinum,2
56616E47D324,mada,Debit,N/A,0
6DFFB858DA38,Visa,Credit,Classic,1
0AABBDBA8411,mada,Debit,N/A,0
181B6595E012,Visa,Debit,Classic,1
7FEA9A1A2154,mada,Debit,N/A,0
C543CA6386A8,Visa,Debit,Classic,1
50788178DBBB,Visa,Credit,Platinum,2
15CDA691ED5B,mada,Debit,N/A,0
EE6F42B9165E,mada,Debit,N/A,0
4BB2D3ABA79F,mada,Debit,N/A,0
EF89F1F7962B,Dual,Debit,Classic,1
38A074B422E3,mada,Debit,N/A,0
40E98782FAB4,mada,Debit,N/A,0
6366171EC100,Visa,Credit,Platinum,2
E9BEF33230DE,Visa,Credit,Classic,1
770A53E4FEA6,Visa,Credit,Platinum,2
A0DC9CB83BE5,Visa,Debit,Platinum,2
093A11489C2E,Visa,Credit,Platinum,2
B2BB682EF6E8,mada,Credit,N/A,0
53A2F946FC31,mada,Debit,N/A,0
C65D964A0397,Visa,Credit,Classic,1
80732DC99C74,mada,Debit,N/A,0
2F51F587BCDB,Visa,Credit,Classic,1
60336DFD9369,mada,Prepaid,N/A,0
D14A1BC49729,Dual,Credit,Classic,1
5A03B40CABDF,Visa,Prepaid,Classic,1
5BC37D6E90BF,Visa,Credit,Signature,3
DE3724891CCB,Dual,Prepaid,Platinum,2
B6045ADAF300,mada,Debit,N/A,0
2174F7870A7E,Visa,Credit,Platinum,2
2B1CBB6769A7,mada,Debit,N/A,0
41DE91F51683,Visa,Prepaid,Classic,1
EDC1B1B93572,mada,Prepaid,N/A,0
0EF64570EC11,Visa,Debit,Classic,1
F79B3C06E1EB,mada,Prepaid,N/A,0
E5B9C2E7D03F,Visa,Debit,Classic,1
7E72A97F2CC8,Dual,Credit,Signature,3
EA7DA85A39B1,Visa,Debit,Signature,3
7E99DC194E24,Dual,Debit,Platinum,2
1F9A0D5E1EAA,Dual,Debit,Classic,1
248D1399EF9E,Visa,Prepaid,Platinum,2
660B034AA140,mada,Debit,N/A,0
E86FE4CE0CB4,Visa,Debit,Platinum,2
690D85F6874A,Visa,Credit,Platinum,2
A78FC0AC258F,Visa,Credit,Platinum,2
F8AF22F2DCA0,Visa,Credit,Platinum,2
A4A44FC78D06,Visa,Credit,Classic,1
999AFCF75F8B,mada,Debit,N/A,0
C3B1D89EF371,mada,Debit,N/A,0
20CC4151229A,Dual,Debit,Platinum,2
43F32C5A817C,Visa,Debit,Signature,3
6043CB79267D,mada,Credit,N/A,0
9FAA0FECEB31,Visa,Credit,Signature,3
C7C687F247ED,Visa,Prepaid,Classic,1
C2C1217354B5,Visa,Debit,Platinum,2
389F12397F01,Dual,Credit,Platinum,2
B017DF549460,Visa,Prepaid,Classic,1
27B95D443509,mada,Debit,N/A,0
FC6044CB76A9,mada,Debit,N/A,0
398BF5222110,Visa,Credit,Platinum,2
322AD9746AC3,Visa,Credit,Signature,3
D241B405E285,mada,Debit,N/A,0
9CF8AF5DC588,Dual,Credit,Signature,3
9D4371EC2BED,mada,Prepaid,N/A,0
0041DE8F4D96,Visa,Prepaid,Classic,1
933A19DAC357,Visa,Debit,Classic,1
D236A1F7D2FB,Visa,Debit,Classic,1
B30B18EEE4DE,mada,Debit,N/A,0
7F689EB697FC,Dual,Credit,Platinum,2
AC1D553128E2,mada,Debit,N/A,0
C88E12BB0F4C,Visa,Credit,Classic,1
EA39B202D81D,mada,Debit,N/A,0
A44FAEEE9A90,Visa,Debit,Platinum,2
3E259AA3EB1F,Visa,Debit,Classic,1
63CE647C851C,Dual,Debit,Classic,1
CD2A514F79F5,Visa,Prepaid,Classic,1
6C123F5AEC21,Visa,Debit,Classic,1
45A00A59C7AF,Visa,Credit,Platinum,2
3B0B7B3623F2,Visa,Prepaid,Classic,1
C9A717943F06,Visa,Debit,Signature,3
8E67C3229E1B,Visa,Credit,Platinum,2
D89ED2B28537,Visa,Debit,Signature,3
1D562A99F9B1,Dual,Debit,Signature,3
C5C8F84BFF98,Visa,Credit,Platinum,2
15A0B577BC80,Dual,Credit,Classic,1
567A1CA5E753,mada,Debit,N/A,0
02863D8D76DB,Visa,Credit,Platinum,2
D576DBEE4734,mada,Debit,N/A,0
053C5756FDCD,Dual,Debit,Classic,1
A7B37FA87AC9,mada,Debit,N/A,0
FAE5A98762C5,Visa,Debit,Classic,1
7560BD88C06C,mada,Prepaid,N/A,0
34895DD46E62,mada,Debit,N/A,0
0AD71354EB93,mada,Debit,N/A,0
26849EC12979,mada,Debit,N/A,0
626FDA13820C,Visa,Prepaid,Classic,1
DCA855617374,Dual,Credit,Platinum,2
3B56318378AB,mada,Debit,N/A,0
FDAAF30EE298,Visa,Prepaid,Classic,1
973ED8A848D7,Visa,Debit,Classic,1
019E4252E6DA,mada,Debit,N/A,0
0411EC1EE473,Visa,Debit,Classic,1
7669DEA0BB75,Visa,Debit,Signature,3
AB51ADFF3563,mada,Debit,N/A,0
8965FAFCA6F5,Visa,Credit,Classic,1
5795B0CE21FB,mada,Debit,N/A,0
1B3D6FE4BB13,Dual,Debit,Classic,1
FAB9DC61325C,Visa,Prepaid,Platinum,2
5FC35EA62A83,mada,Credit,N/A,0
D154BA63B72D,Visa,Credit,Platinum,2
F9673E4EC297,mada,Debit,N/A,0
6685D085E8B6,mada,Debit,N/A,0
0A581E4C5DA2,mada,Debit,N/A,0
6401BBDD1725,mada,Debit,N/A,0
F357130CAFB3,Visa,Credit,Platinum,2
C32A8B266BE5,mada,Debit,N/A,0
71B4CA67ED34,Dual,Prepaid,Classic,1
D540F227F838,Visa,Credit,Classic,1
0CB67FDC02AC,Visa,Debit,Platinum,2
FF6DD51C9802,Visa,Debit,Classic,1
0E70F92641CE,Visa,Debit,Platinum,2
DC0F3D0134D1,Visa,Debit,Classic,1
385B486E9372,Dual,Credit,Platinum,2
BC5B733A9706,Visa,Credit,Classic,1
73A348DC88A6,mada,Prepaid,N/A,0
E6A604AE8913,Visa,Debit,Classic,1
783943C62972,Visa,Prepaid,Classic,1
8C585584BBC3,Visa,Debit,Platinum,2
E28D84B02D63,Visa,Debit,Classic,1
08181F832822,Visa,Credit,Platinum,2
1C8CA3ADC50B,mada,Debit,N/A,0
3A73F0EF7440,mada,Debit,N/A,0
E6773D22F568,mada,Debit,N/A,0
FCD2C384AA34,Visa,Credit,Platinum,2
B0FCBF97245F,Dual,Credit,Platinum,2
B261F8ED77CC,Visa,Debit,Classic,1
6E92D892363E,mada,Debit,N/A,0
63010901D0A1,Visa,Debit,Classic,1
BBB8D63CCBB5,mada,Debit,N/A,0
FA865E2EADCE,mada,Debit,N/A,0
2BD0400D8A5F,mada,Debit,N/A,0
66193D5CEA7F,Visa,Credit,Platinum,2
41D6AE8778AE,mada,Debit,N/A,0
9CF7CBA0CADC,Visa,Debit,Classic,1
57EFE9147E4E,Visa,Prepaid,Platinum,2
FB048AA50F5E,mada,Debit,N/A,0
11C0350286F6,Visa,Prepaid,Classic,1
D98D1CF4FD23,mada,Prepaid,N/A,0
57A75E01BDA9,Dual,Prepaid,Classic,1
0827D9D1981F,Dual,Debit,Classic,1
A612378A66FC,mada,Debit,N/A,0
FC029F940256,Visa,Debit,Classic,1
52A9AAEE885B,mada,Prepaid,N/A,0
7616E6C1C0D6,Visa,Credit,Platinum,2
943292E71D3C,mada,Debit,N/A,0
A7CC04A6DBB7,Visa,Debit,Signature,3
D1468E15B20A,mada,Debit,N/A,0
1375CFA63D8D,mada,Debit,N/A,0
DC497703EE12,Visa,Credit,Platinum,2
A4AEF49EC03C,Visa,Credit,Platinum,2
105450B84FE4,mada,Debit,N/A,0
9A4E20813FC1,Visa,Debit,Classic,1
BBC22DF69E01,mada,Debit,N/A,0
22B550D0ED47,Visa,Credit,Classic,1
A6644DF6A15D,Visa,Credit,Platinum,2
3C058ECEE574,mada,Debit,N/A,0
F796FB4AED5F,Visa,Debit,Platinum,2
E254F72D993B,mada,Debit,N/A,0
C2C104029F82,Visa,Debit,Classic,1
21D755C4AC8A,Visa,Credit,Signature,3
735769DA71D5,Visa,Debit,Platinum,2
CE4FB0186ED3,Visa,Debit,Platinum,2
B5BAB2D2E3C9,Dual,Debit,Classic,1
D69BF03B91A4,mada,Debit,N/A,0
03268BA33B7C,mada,Debit,N/A,0
968209F290AE,mada,Debit,N/A,0
B85AE5B25049,Dual,Credit,Signature,3
00B51E3830C5,Dual,Debit,Classic,1
ECCAC2871E9D,Visa,Debit,Platinum,2
DEEC7217CFB4,Visa,Debit,Classic,1
38366CF98538,Visa,Debit,Platinum,2
8E46FEE203B9,mada,Debit,N/A,0
32403767D848,Visa,Debit,Classic,1
944C4ECC1F4E,mada,Debit,N/A,0
FF4125F83721,mada,Debit,N/A,0
EE20AD5AB821,mada,Debit,N/A,0
03681BBDF883,mada,Debit,N/A,0
C162C5A81691,mada,Debit,N/A,0
191ECAE72A73,mada,Debit,N/A,0
2A41990FCDAC,mada,Debit,N/A,0
C6ADB7458722,Visa,Debit,Platinum,2
DC29FFFE1019,Visa,Credit,Classic,1
6AA6A12DCEA4,mada,Prepaid,N/A,0
0A37988D389D,mada,Debit,N/A,0
87AE0D4C0056,mada,Debit,N/A,0
0633958FBB80,Dual,Debit,Classic,1
AE5ADE608B3F,Visa,Debit,Classic,1
F8C51B04C6E7,Dual,Credit,Platinum,2
C9A53C262A26,Visa,Debit,Classic,1
83EFA4210977,Visa,Credit,Platinum,2
5035D365634B,Dual,Credit,Platinum,2
0F2F44130310,Visa,Credit,Signature,3
41D1AFA336A1,mada,Debit,N/A,0
D2BA08D717ED,mada,Debit,N/A,0
A6B4324803FA,mada,Debit,N/A,0
AC8C0A4DDF3D,Visa,Debit,Signature,3
5514EADDAC32,mada,Credit,N/A,0
BE1F68C8AB6D,Dual,Debit,Classic,1
657427591845,mada,Debit,N/A,0
73B2309BD4FE,Dual,Debit,Signature,3
C9AB417A1E74,Dual,Debit,Classic,1
8F90636461E3,Visa,Credit,Signature,3
8BCD5F8259E5,Visa,Debit,Classic,1
BB1F9FDAC912,mada,Debit,N/A,0
2DEFBA9C5727,Dual,Credit,Signature,3
8E1A2B5514CC,Visa,Debit,Classic,1
D430D9CC0C48,mada,Debit,N/A,0
BE2785557AF6,mada,Debit,N/A,0
C6FE0E900D89,Visa,Credit,Platinum,2
32C71BF0503E,Visa,Prepaid,Classic,1
09A50FC39188,Visa,Credit,Platinum,2
C1E863C32273,Visa,Debit,Classic,1
FA61009DB2F8,Dual,Debit,Classic,1
822CA6C3008F,mada,Debit,N/A,0
3BB97A3D2A32,mada,Debit,N/A,0
C6921C559F8D,mada,Debit,N/A,0
90D356A3B6D2,Visa,Debit,Platinum,2
217ADC9F0D46,Visa,Debit,Classic,1
C7E60B00D12E,Visa,Credit,Classic,1
06B37DDAE274,Visa,Prepaid,Classic,1
EF48094BB6A3,Visa,Credit,Platinum,2
EBEA0881556C,mada,Credit,N/A,0
6008ABBA2374,Visa,Prepaid,Platinum,2
AE44B2C8CEDB,Dual,Debit,Classic,1
5B7FEDB84DA7,Visa,Credit,Classic,1
4121AACF7B34,Dual,Debit,Signature,3
0A478B602911,Visa,Credit,Signature,3
80D6E0026502,mada,Debit,N/A,0
BBD9F272A391,mada,Debit,N/A,0
2E3F50157D06,Visa,Credit,Platinum,2
15784B7FD013,mada,Credit,N/A,0
A06B7AC8A28D,Visa,Credit,Platinum,2
83AF1CB9DABC,mada,Debit,N/A,0
F67D82DF6180,Visa,Credit,Classic,1
736FCD0AD499,Visa,Credit,Signature,3
53A923430B7B,mada,Prepaid,N/A,0
A659B998BD6A,Visa,Debit,Classic,1
63BD4A69B33B,mada,Credit,N/A,0
740A2F431DD9,mada,Debit,N/A,0
76AE645D0BD0,Dual,Debit,Classic,1
0F396D2ABF0A,Visa,Credit,Signature,3
2FA670C0BC6E,Visa,Prepaid,Classic,1
D650446F393B,mada,Prepaid,N/A,0
E22C4C2F579E,Visa,Credit,Platinum,2
1EEB3B403AAE,Visa,Debit,Classic,1
3D53684C8282,Visa,Debit,Classic,1
A6E7400C621E,mada,Debit,N/A,0
FB6F7BC8B220,mada,Debit,N/A,0
57073871B36D,Visa,Credit,Signature,3
AE998EF023AE,mada,Debit,N/A,0
9B579A483F7A,Visa,Credit,Classic,1
E0AC4089B823,mada,Debit,N/A,0
209ADD20DC77,mada,Debit,N/A,0
6AC997E43E96,Dual,Credit,Signature,3
109F2AA4F854,Dual,Debit,Classic,1
B0EA728DEB51,mada,Debit,N/A,0
F753B5A9B649,mada,Debit,N/A,0
28906F110A39,mada,Debit,N/A,0
814641188AAB,mada,Debit,N/A,0
7A7095C7FD31,Visa,Prepaid,Classic,1
3F6B4ADFED4A,Visa,Debit,Classic,1
AC0302D0E957,Visa,Debit,Classic,1
C6BC9F57F686,Dual,Credit,Platinum,2
31D2500B1D96,Visa,Credit,Signature,3
8DAB809FC2AE,mada,Debit,N/A,0
3964B4AAEA26,Dual,Credit,Signature,3
004D99ED6974,Visa,Credit,Classic,1
32F1F9EF360D,Visa,Credit,Platinum,2
B91803FF992B,Visa,Debit,Signature,3
CD3D0DA7186D,Visa,Debit,Classic,1
B7D7C346E1FD,Visa,Credit,Signature,3
058C68DB82F7,mada,Debit,N/A,0
A171C403D8F1,Visa,Credit,Platinum,2
B8A9D2602233,Visa,Debit,Platinum,2
335CE3F8C24F,mada,Debit,N/A,0
49B3BA429DF5,Dual,Prepaid,Classic,1
22C7133917AC,Visa,Credit,Platinum,2
332A0399FE2C,mada,Debit,N/A,0
83DD41D91E1B,Visa,Credit,Classic,1
42E39ACDA91D,mada,Debit,N/A,0
2C57B5CAD6BD,mada,Debit,N/A,0
1C8EC6562FC6,Visa,Credit,Classic,1
E6F3393CB772,mada,Debit,N/A,0
105695F73415,Visa,Debit,Platinum,2
D8CE83640869,Visa,Credit,Platinum,2
563EE51A2068,Visa,Debit,Platinum,2
9B704ECA0E54,mada,Debit,N/A,0
D1C7C0A0BB26,mada,Debit,N/A,0
99C78ED72F78,mada,Debit,N/A,0
1252EBC810A5,Visa,Credit,Platinum,2
B939BA31EC40,mada,Debit,N/A,0
97EA1CAE9B93,Dual,Debit,Classic,1
FBEB2346DDE7,mada,Debit,N/A,0
AEFF5B50932C,mada,Prepaid,N/A,0
055698A2AAEF,Visa,Credit,Classic,1
970921D2194D,Visa,Debit,Platinum,2
B75000CEB591,Visa,Prepaid,Classic,1
D9E7C4D0F18B,mada,Debit,N/A,0
0D05900DD343,mada,Debit,N/A,0
98371CF08A9A,mada,Debit,N/A,0
B8E366C106ED,Visa,Credit,Signature,3
1DF0B57CE882,Visa,Credit,Platinum,2
3DDAF1E3EADD,Visa,Credit,Classic,1
A0CD91B6513A,mada,Debit,N/A,0
E22F9B5BF8D2,mada,Debit,N/A,0
0A9E82EAB7B7,mada,Debit,N/A,0
33AA5C9DEC6F,mada,Debit,N/A,0
AB95AD6D34FF,Visa,Debit,Classic,1
44A99E6DA288,Visa,Credit,Classic,1
A90BD2DEF00B,mada,Debit,N/A,0
3BBE87D9BB9E,mada,Debit,N/A,0
5E952D979E12,mada,Debit,N/A,0
290AD2E3DFA4,Dual,Debit,Platinum,2
5EF0239FBBE9,Dual,Credit,Platinum,2
C1CE7239E6F0,Visa,Prepaid,Platinum,2
27F3E9E4C4D3,Visa,Credit,Platinum,2
C767FD4E8A4C,Visa,Credit,Platinum,2
7048FE6398EB,Visa,Debit,Platinum,2
E72697C07E37,Visa,Credit,Platinum,2
CC2712F9825F,mada,Debit,N/A,0
34EBD859B4D8,Visa,Debit,Classic,1
44F6B9D4BB2B,mada,Debit,N/A,0
38D2F488ADF7,mada,Prepaid,N/A,0
6CF59A47ACFD,mada,Credit,N/A,0
707CC6943F3B,Visa,Debit,Signature,3
7BB0F8527E28,mada,Debit,N/A,0
DB4213513D1D,mada,Debit,N/A,0
72F7E526DB84,Visa,Debit,Classic,1
2E202CA40DDF,mada,Prepaid,N/A,0
265386EB6E9E,Dual,Prepaid,Classic,1
A7EE18809462,Visa,Prepaid,Classic,1
5E910F2D8FCE,mada,Prepaid,N/A,0
E0B32660DC92,mada,Debit,N/A,0
A89F20E80D17,mada,Debit,N/A,0
C910AE8D19C8,mada,Debit,N/A,0
DB45BC0ED7A5,mada,Credit,N/A,0
6CA0C875FCD3,Visa,Prepaid,Classic,1
4582248CEBBC,Visa,Credit,Platinum,2
B260AF7AB3D2,Visa,Credit,Platinum,2
678DE6968C33,mada,Debit,N/A,0
4DA648AD8395,Visa,Credit,Platinum,2
6ABB803A618C,Visa,Credit,Classic,1
6C3F73F98EAF,Visa,Credit,Platinum,2
62A444ACF1F2,Visa,Credit,Signature,3
2E55ABE4BCC4,Visa,Credit,Classic,1
6AD4E71CA024,Visa,Debit,Classic,1
A285E1D3592E,Visa,Credit,Platinum,2
65C5CB06CD76,mada,Debit,N/A,0
CF7359799A5A,Visa,Debit,Platinum,2
FB25375FD231,mada,Debit,N/A,0
D3E5830D5995,mada,Debit,N/A,0
B7047C3061E7,mada,Debit,N/A,0
F8DAE4A160B2,Visa,Credit,Signature,3
36AC50355AE3,mada,Debit,N/A,0
F02B9C4D7362,Visa,Credit,Signature,3
90415CD08DDE,mada,Debit,N/A,0
277D16E32DB0,mada,Debit,N/A,0
9BE13A3E6A9D,Visa,Prepaid,Classic,1
CB4A6263134D,Visa,Credit,Signature,3
32C6DBA26476,mada,Debit,N/A,0
5F797211AED6,Visa,Debit,Platinum,2
6060C9FB6260,Visa,Credit,Signature,3
785FD5A447E5,Visa,Debit,Classic,1
356302EF9EE2,mada,Debit,N/A,0
69A284330DCB,Visa,Debit,Platinum,2
73424FE35848,Visa,Credit,Platinum,2
D8345AD7FBDE,mada,Debit,N/A,0
7DEBE7DD30D3,Visa,Debit,Classic,1
BA1F7815C671,Visa,Debit,Platinum,2
6DAB79D3F2C2,mada,Debit,N/A,0
92F2592F94EE,Visa,Debit,Platinum,2
704B75788C1C,mada,Debit,N/A,0
29AC56712985,Dual,Debit,Classic,1
1C86E2EC82DE,mada,Debit,N/A,0
FAE4A8C5A9BC,Visa,Debit,Classic,1
93D76BC8159E,Dual,Debit,Classic,1
72BDCD38A087,Visa,Credit,Classic,1
A22588FCF606,Visa,Debit,Classic,1
FE418463AB4A,Visa,Debit,Classic,1
F5C0BD96510C,mada,Debit,N/A,0
29942CEBE0EC,Visa,Debit,Classic,1
EE98226F9A22,Visa,Credit,Platinum,2
D565880898D6,Visa,Debit,Platinum,2
AB0C6F2AED16,Visa,Credit,Signature,3
A8D9B3462AF0,Dual,Credit,Signature,3
C3A22DD87BE5,Dual,Credit,Platinum,2
DDE51DC80F26,mada,Debit,N/A,0
C69C459AA28E,Visa,Credit,Platinum,2
B79DBB42CDAF,Visa,Debit,Classic,1
628AF8423115,Visa,Credit,Signature,3
1B2549B29081,Dual,Debit,Classic,1
F55CFA859A4A,mada,Debit,N/A,0
ECF72B7A2900,Visa,Credit,Platinum,2
E701ACB9C32C,Dual,Credit,Platinum,2
711230D9B504,mada,Debit,N/A,0
24CEAB00BCED,mada,Debit,N/A,0
0BA5289B31ED,mada,Debit,N/A,0
E6B5C846CB40,Visa,Credit,Platinum,2
89C53B1727F0,Visa,Credit,Platinum,2
3F508F65A386,Visa,Prepaid,Platinum,2
C08B4E97CAF8,mada,Debit,N/A,0
56B1582BBE50,Visa,Debit,Classic,1
5020C3F3686F,Dual,Credit,Classic,1
DDF3B551E573,mada,Prepaid,N/A,0
E98EA86A7453,Dual,Debit,Classic,1
7E748F3BEE50,Visa,Prepaid,Classic,1
AFB00874A44A,mada,Debit,N/A,0
CA4A5F3DCFC7,Visa,Credit,Signature,3
A18F60E748FA,Visa,Credit,Platinum,2
DCFA9E5C61F9,Visa,Credit,Platinum,2
3BF052D85CE5,mada,Debit,N/A,0
1D2B0EE4D6FF,mada,Prepaid,N/A,0
70BDED796BF6,Visa,Debit,Classic,1
7DC3B0E94AFA,mada,Debit,N/A,0
4316DE02F8EE,Visa,Debit,Classic,1
39D35556E461,mada,Debit,N/A,0
5CA933E7C944,Visa,Debit,Classic,1
66395D0F3901,mada,Debit,N/A,0
68A32E528017,Visa,Debit,Classic,1
97FF0712B571,mada,Debit,N/A,0
0DCFA21D4D11,mada,Debit,N/A,0
0068252A47B8,Visa,Debit,Classic,1
070B7F1292E4,Visa,Credit,Platinum,2
D6E8D6940348,Dual,Prepaid,Classic,1
2DA1AF33868D,mada,Debit,N/A,0
5A1B6CD6706F,Dual,Prepaid,Classic,1
A175605E36AF,Visa,Debit,Platinum,2
17ABFDB51CBE,Visa,Credit,Platinum,2
0CD0DFA52BBE,Visa,Credit,Platinum,2
EE55A9B59A91,Visa,Debit,Classic,1
4D90AD193A06,Visa,Debit,Classic,1
295E2E050A5F,Visa,Prepaid,Classic,1
09DF6945FD20,mada,Debit,N/A,0
C30A5985B094,Visa,Credit,Platinum,2
E8894092CAD5,mada,Debit,N/A,0
E9A6A44ADBD7,Dual,Debit,Classic,1
D508E2E3ADB8,Visa,Debit,Classic,1
300CCAE4780B,mada,Debit,N/A,0
3E460CB6BD32,mada,Debit,N/A,0
7B1BA94EC9A3,mada,Debit,N/A,0
074855E449BB,mada,Debit,N/A,0
AD5A18D9DC84,Visa,Debit,Classic,1
5F69DA16F992,mada,Debit,N/A,0
87C3E1126256,Visa,Debit,Platinum,2
40F1119EC32C,Visa,Debit,Classic,1
BA6E349E683C,mada,Prepaid,N/A,0
1539F7180FD2,mada,Debit,N/A,0
23B0244BD76C,mada,Debit,N/A,0
FBD5BF7206A8,Dual,Debit,Classic,1
D8A18C88CBC9,mada,Debit,N/A,0
8CC9C9FFA4E7,mada,Debit,N/A,0
B536D79864E3,mada,Debit,N/A,0
D1A74212E61F,mada,Prepaid,N/A,0
57A6596A046B,Visa,Credit,Signature,3
8EBAD685F509,Visa,Credit,Platinum,2
96C999938DF1,mada,Debit,N/A,0
F2105A2471A4,Visa,Debit,Platinum,2
ADBED3196261,Visa,Debit,Classic,1
72C58B38FDCE,mada,Debit,N/A,0
8FE716880959,Visa,Debit,Classic,1
AB22F6716D02,Dual,Debit,Classic,1
0DD5E67D185C,mada,Debit,N/A,0
C843D72E2613,Visa,Credit,Classic,1
B57EA04B055E,Visa,Prepaid,Classic,1
18A410D3A5F5,Visa,Credit,Classic,1
CE11934149BC,Visa,Prepaid,Classic,1
80A0EB5E23C8,mada,Debit,N/A,0
F70081E0175D,Visa,Debit,Classic,1
44C401816997,Visa,Debit,Classic,1
3468015F865C,mada,Debit,N/A,0
5849CDC51C21,Dual,Debit,Classic,1
CAB5E25C16A9,mada,Debit,N/A,0
EE48259821F6,Dual,Credit,Classic,1
18ED2BA05BAD,Visa,Debit,Classic,1
5A73FEB31ECE,mada,Prepaid,N/A,0
3EF361F3F68F,Dual,Credit,Platinum,2
5D29D64C93AB,mada,Debit,N/A,0
778C684F4623,Visa,Debit,Signature,3
A71BC32A0191,mada,Debit,N/A,0
A408CBA6731F,mada,Debit,N/A,0
A0FDB58FB3E8,Visa,Debit,Classic,1
D3A3B3C90225,Dual,Debit,Classic,1
9292E86F368B,mada,Debit,N/A,0
D1F800A4B69A,Dual,Credit,Signature,3
513A6E73104B,Dual,Credit,Platinum,2
F233E94806B6,Dual,Debit,Classic,1
AFFAB99BFDC9,Visa,Credit,Signature,3
CEA4B13C5135,Dual,Credit,Signature,3
FDE5080F4DDA,Visa,Debit,Classic,1
5F3038E1A5DA,Visa,Credit,Classic,1
00291E08BFD3,mada,Debit,N/A,0
73884C2F51E4,mada,Debit,N/A,0
BEFAE171FCF6,mada,Debit,N/A,0
D4F1EDD2CB8E,Visa,Prepaid,Platinum,2
F7904393DA47,mada,Debit,N/A,0
5BDC39979931,Visa,Prepaid,Classic,1
EB4E693DCFFA,Dual,Debit,Classic,1
D031D91DF7FF,Visa,Credit,Signature,3
D37135BBE7ED,mada,Prepaid,N/A,0
40445C5EF55D,Dual,Credit,Platinum,2
8A354294C5B8,mada,Debit,N/A,0
24A5DA6C372D,Visa,Credit,Platinum,2
7125558135A5,mada,Debit,N/A,0
14B488FE3F90,Visa,Debit,Platinum,2
436DC0955AE1,mada,Debit,N/A,0
88AE89A6FF4A,Visa,Debit,Classic,1
92A03D4E45EE,Visa,Credit,Signature,3
938D2B4D04AA,Visa,Debit,Platinum,2
0908223E823E,mada,Debit,N/A,0
D44EFE7CA0C4,mada,Debit,N/A,0
00C49BE0759F,Dual,Debit,Classic,1
DCA7ACF4FFB9,Dual,Credit,Signature,3
4F1257D9E7AA,Visa,Debit,Classic,1
571A13F9086B,Dual,Debit,Classic,1
B8C9F4A06AB9,mada,Debit,N/A,0
8BB4693E6A76,Dual,Credit,Platinum,2
5ABDFDED0762,Visa,Debit,Platinum,2
